	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	passed_curation	passed_replicate_correlations
SRX669721	SRR1536654	2020-07-26 11:57:05	2014-08-05 13:20:26	7608347	381740405	0	50	243		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/536/SRR1536654/SRR1536654.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina MiSeq	SRP045272	PRJNA257500		257500	SRS674348	SAMN02952136	simple	1148	Synechocystis sp. PCC 6803	GSM1465069							no					GEO	SRA177990		public	799A7396CE96212F7A1FAB956AA0C122	44AFD64F06FD91A2933AC9F6983B3927			True	True	True	False	True
SRX669722	SRR1536655	2020-07-26 11:57:05	2014-08-05 13:23:33	9307099	466269260	0	50	308		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR001/536/SRR1536655.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina MiSeq	SRP045272	PRJNA257500		257500	SRS674349	SAMN02952137	simple	1148	Synechocystis sp. PCC 6803	GSM1465070							no					GEO	SRA177990		public	F3BCCBD88EE7D610ACF2172CDBC2886E	C7743CD3DDA808DAFF80FADC921BB81B			True	True	False	False	True
ERX5015785	ERR5211750	2021-03-15 20:31:28	2021-04-20 10:44:40	33347666	2530206418	0	75	870		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR005/5211/ERR5211750/ERR5211750.lite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP126684	PRJEB42778		713691	ERS5639261	SAMEA7892025	simple	1148	Synechocystis sp. PCC 6803	SAMEA7892025							no					KTH, SCIENCE FOR LIFE LABORATORY	ERA3347711		public	4298B5256AE95FBF24A77EC14F65B525	47EDA65C7135810C131B5D55266D0D75			True	True	True	True	True
ERX5015786	ERR5211751	2021-03-15 20:31:28	2021-04-20 10:44:08	29803336	2261507006	0	75	779		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR005/5211/ERR5211751/ERR5211751.lite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP126684	PRJEB42778		713691	ERS5639262	SAMEA7892026	simple	1148	Synechocystis sp. PCC 6803	SAMEA7892026							no					KTH, SCIENCE FOR LIFE LABORATORY	ERA3347711		public	BE2A37DC909DD99DF3681F07B30807FC	E19D7B666A0D817FA5C60181D2B30246			True	True	True	True	True
ERX5015787	ERR5211752	2021-03-15 20:31:28	2021-04-22 12:53:06	29513698	2239104403	0	75	716		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR005/5211/ERR5211752/ERR5211752.lite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP126684	PRJEB42778		713691	ERS5639263	SAMEA7892027	simple	1148	Synechocystis sp. PCC 6803	SAMEA7892027							no					KTH, SCIENCE FOR LIFE LABORATORY	ERA3347711		public	E2C2146626DC1C547041E7979100BF45	0D4355897F24EE65922AF4B8424BF3A3			True	True	True	True	True
ERX5015788	ERR5211753	2021-03-15 20:31:28	2021-04-20 10:16:27	26966757	2046302414	0	75	712		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR005/5211/ERR5211753/ERR5211753.lite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP126684	PRJEB42778		713691	ERS5639264	SAMEA7892028	simple	1148	Synechocystis sp. PCC 6803	SAMEA7892028							no					KTH, SCIENCE FOR LIFE LABORATORY	ERA3347711		public	039A4C3C3E9652475BF2CCEDB76743F2	F4895FEACCDEB8E4D046E7733947295E			True	True	True	True	True
ERX5015789	ERR5211754	2021-03-15 17:06:19	2021-04-20 11:20:27	28185785	2138208556	0	75	742		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR005/5211/ERR5211754/ERR5211754.lite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP126684	PRJEB42778		713691	ERS5639265	SAMEA7892029	simple	1148	Synechocystis sp. PCC 6803	SAMEA7892029							no					KTH, SCIENCE FOR LIFE LABORATORY	ERA3347711		public	2F0625866CD0B47D8BFED034ED5FB7BE	FF41A4615CD2A35D9FE77FE61A676DB6			True	True	True	True	True
ERX5015790	ERR5211755	2021-03-15 17:06:19	2021-04-20 10:41:48	30135916	2287044392	0	75	787		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR005/5211/ERR5211755/ERR5211755.lite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP126684	PRJEB42778		713691	ERS5639266	SAMEA7892030	simple	1148	Synechocystis sp. PCC 6803	SAMEA7892030							no					KTH, SCIENCE FOR LIFE LABORATORY	ERA3347711		public	4AC4E23A47B1D8B6DEFE37060033D193	47BC71466CC43A646E1AA49EC5740301			True	True	True	True	True
ERX5015791	ERR5211756	2021-03-15 17:06:19	2021-04-20 10:57:31	29915007	2266323088	0	75	777		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR005/5211/ERR5211756/ERR5211756.lite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP126684	PRJEB42778		713691	ERS5639267	SAMEA7892031	simple	1148	Synechocystis sp. PCC 6803	SAMEA7892031							no					KTH, SCIENCE FOR LIFE LABORATORY	ERA3347711		public	210AB255990ACF0672792E6D16B6CB6D	796A120377B740ABAA2B613F8E5DD1D3			True	True	True	True	True
ERX5015792	ERR5211757	2021-03-15 17:06:19	2021-04-20 09:59:16	21475958	1629827649	0	75	564		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR005/5211/ERR5211757/ERR5211757.lite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP126684	PRJEB42778		713691	ERS5639268	SAMEA7892032	simple	1148	Synechocystis sp. PCC 6803	SAMEA7892032							no					KTH, SCIENCE FOR LIFE LABORATORY	ERA3347711		public	F206EB55D0E8D61684117988FD9E5845	B1E50B82629D7935CF1ED8C08C3353E3			True	True	True	True	True
ERX5015793	ERR5211758	2021-03-15 17:06:19	2021-03-21 22:08:05	25521877	1935786293	0	75	623		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR005/5211/ERR5211758/ERR5211758.lite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP126684	PRJEB42778		713691	ERS5639269	SAMEA7892033	simple	1148	Synechocystis sp. PCC 6803	SAMEA7892033							no					KTH, SCIENCE FOR LIFE LABORATORY	ERA3347711		public	35F0A058D64B95C32AE0320C0D024B6B	26F60361F5A820C05C813D4BC956E39D			True	True	True	True	True
ERX5015794	ERR5211759	2021-03-15 17:06:19	2021-04-20 10:38:50	28242523	2141768187	0	75	735		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR005/5211/ERR5211759/ERR5211759.lite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP126684	PRJEB42778		713691	ERS5639270	SAMEA7892034	simple	1148	Synechocystis sp. PCC 6803	SAMEA7892034							no					KTH, SCIENCE FOR LIFE LABORATORY	ERA3347711		public	45E52C82C7BABBD9FC348D620508B87B	66B6E98FE11672A09FD58C011D7786B3			True	True	True	True	True
SRX11490741	SRR15183719;SRR15183720;SRR15183721	2021-07-31 14:35:20	2021-07-18 17:31:49	821733	45900926	0	55	17		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15183/SRR15183721/SRR15183721.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530216	SAMN20296326	simple	1148	Synechocystis sp. PCC 6803	GSM5460755							no					GEO	SRA1260758		public	416A1F8053F1FAC1FF1B87B15617A02A	EB33BA97D53A77B92411D178A3B74D23			True	True	True	True	True
SRX11490742	SRR15183722;SRR15183723;SRR15183724	2021-07-31 14:35:21	2021-07-18 17:31:47	578488	32222044	0	55	12		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15183/SRR15183724/SRR15183724.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530217	SAMN20296325	simple	1148	Synechocystis sp. PCC 6803	GSM5460756							no					GEO	SRA1260758		public	A333AEE2C5FE500A902CC43AD974CA8E	7EF7995BA2100FA1ED6B5EA37B4EDF57			True	True	True	True	True
SRX11490743	SRR15183725;SRR15183726;SRR15183727	2021-07-31 14:35:21	2021-07-18 17:31:51	724983	40366129	0	55	15		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15183/SRR15183727/SRR15183727.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530218	SAMN20296324	simple	1148	Synechocystis sp. PCC 6803	GSM5460757							no					GEO	SRA1260758		public	B6F3615E9F12774A67353AE7235BD212	067F68FD917652B4659E911489FF165C			True	True	True	True	True
SRX11490744	SRR15183728;SRR15183729;SRR15183730	2021-07-31 14:35:21	2021-07-18 17:31:53	657978	36623439	0	55	13		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15183/SRR15183730/SRR15183730.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530219	SAMN20296323	simple	1148	Synechocystis sp. PCC 6803	GSM5460758							no					GEO	SRA1260758		public	2D42588075DB9779102F05CDE7DE4325	54AF798090DAB3B54934D425457B1953			True	True	True	True	True
SRX11490745	SRR15183731;SRR15183732;SRR15183733	2021-07-31 14:35:21	2021-07-18 17:32:06	981128	54782796	0	55	20		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15183/SRR15183733/SRR15183733.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530220	SAMN20296322	simple	1148	Synechocystis sp. PCC 6803	GSM5460759							no					GEO	SRA1260758		public	E101ACC116EF1A06980A40C43A549A4A	D0A47DE3AF738467D22989046BA7D579			True	True	True	True	True
SRX11490746	SRR15183734;SRR15183735;SRR15183736	2021-07-31 14:35:21	2021-07-18 17:32:05	1085593	60651475	0	55	22		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR015/15183/SRR15183736/SRR15183736.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530221	SAMN20296321	simple	1148	Synechocystis sp. PCC 6803	GSM5460760							no					GEO	SRA1260758		public	B7F1B8B689AC827D881CBA68605B6564	92A395F1B9CE7A79630BD760FABDCC47			True	True	True	True	True
SRX11490747	SRR15183737;SRR15183738;SRR15183739	2021-07-31 14:35:21	2021-07-18 17:32:01	726588	40580236	0	55	15		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR015/15183/SRR15183739/SRR15183739.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530222	SAMN20296320	simple	1148	Synechocystis sp. PCC 6803	GSM5460761							no					GEO	SRA1260758		public	4CA6F70473641B3D4BEDCB32E093B3CA	5D62C8BEF261B4BB7247C671BAA81315			True	True	True	True	True
SRX11490748	SRR15183740;SRR15183741;SRR15183742	2021-07-31 14:35:21	2021-07-18 17:32:09	812072	45198709	0	55	16		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR015/15183/SRR15183742/SRR15183742.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530223	SAMN20296319	simple	1148	Synechocystis sp. PCC 6803	GSM5460762							no					GEO	SRA1260758		public	15341D0085544C745FB69C21D9D85603	85C4C62D6067172F75DCF493A85F0F58			True	True	True	True	True
SRX11490749	SRR15183743;SRR15183744;SRR15183745	2021-07-31 14:35:21	2021-07-18 17:32:12	724927	40354569	0	55	15		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR015/15183/SRR15183745/SRR15183745.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530224	SAMN20296318	simple	1148	Synechocystis sp. PCC 6803	GSM5460763							no					GEO	SRA1260758		public	80609410D6385AB3662B8B84EDC57106	FD8FC441444CF5A941698245EE9068B0			True	True	True	True	True
SRX11490750	SRR15183746;SRR15183747;SRR15183748	2021-07-31 14:35:21	2021-07-18 17:32:12	590771	32900057	0	55	12		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15183/SRR15183748/SRR15183748.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530225	SAMN20296317	simple	1148	Synechocystis sp. PCC 6803	GSM5460764							no					GEO	SRA1260758		public	D5325D095EFDA088F00AEDAC3B0F8A5A	22A191B12B4A914C34AB79EA0E38D974			True	True	True	True	True
SRX11490751	SRR15183749;SRR15183750;SRR15183751	2021-07-31 14:35:21	2021-07-18 17:32:23	770772	43045669	0	55	16		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15183/SRR15183751/SRR15183751.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530226	SAMN20296316	simple	1148	Synechocystis sp. PCC 6803	GSM5460765							no					GEO	SRA1260758		public	B1B0848C851852382C492BA94B874D9F	953D5A99CC1887B35413AB7CC103A024			True	True	True	True	True
SRX11490752	SRR15183752;SRR15183753;SRR15183754	2021-07-31 14:35:21	2021-07-18 17:37:07	941072	52535815	0	55	19		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15183/SRR15183754/SRR15183754.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530227	SAMN20296315	simple	1148	Synechocystis sp. PCC 6803	GSM5460766							no					GEO	SRA1260758		public	EFEB15F1B32BB51191F3AEB966A370F3	D719FF863D02009BC2A4C47F38216E87			True	True	True	True	True
SRX9895140	SRR13482451	2021-01-20 16:55:41	2021-01-19 10:20:48	9051215	2715364500	9051215	300	796		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13482/SRR13482451/SRR13482451.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP302332	PRJNA693188	3.0	693188	SRS8074319	SAMN17379536	simple	1148	Synechocystis sp. PCC 6803	GSM5025653							no					GEO	SRA1185147		public	3289C311C2B0DD63DF253D326C67288D	163A394336CEDAACC3F191B8E4081E96			True	True	True	True	True
SRX9895141	SRR13482452	2021-01-20 16:55:41	2021-01-19 10:21:11	9349487	2804846100	9349487	300	814		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13482/SRR13482452/SRR13482452.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP302332	PRJNA693188	3.0	693188	SRS8074320	SAMN17379535	simple	1148	Synechocystis sp. PCC 6803	GSM5025654							no					GEO	SRA1185147		public	385089188EB596C7B4E57512DE020483	8A78A0F1ACAF318028490F951A994FDF			True	True	True	True	True
SRX9895142	SRR13482453	2021-01-20 16:55:41	2021-01-19 10:22:35	9550184	2865055200	9550184	300	841		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13482/SRR13482453/SRR13482453.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP302332	PRJNA693188	3.0	693188	SRS8074321	SAMN17379534	simple	1148	Synechocystis sp. PCC 6803	GSM5025655							no					GEO	SRA1185147		public	35B02B2C60617093F330399BDE9AEE40	CCD71F230135984DD9431E308C734023			True	True	True	True	True
SRX9895143	SRR13482454	2021-01-20 16:55:41	2021-01-19 10:22:04	9356544	2806963200	9356544	300	824		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13482/SRR13482454/SRR13482454.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP302332	PRJNA693188	3.0	693188	SRS8074322	SAMN17379533	simple	1148	Synechocystis sp. PCC 6803	GSM5025656							no					GEO	SRA1185147		public	7CD9F25D4597A24F20AAE6BE8E910B2B	B442AF5A70DED51F196A1A66B498FD85			True	True	True	True	True
SRX9895144	SRR13482455	2021-01-20 16:55:41	2021-01-19 10:22:11	10239100	3071730000	10239100	300	889		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13482/SRR13482455/SRR13482455.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP302332	PRJNA693188	3.0	693188	SRS8074323	SAMN17379532	simple	1148	Synechocystis sp. PCC 6803	GSM5025657							no					GEO	SRA1185147		public	50F95DDCFCB6060AAAB1D87B3FD38592	7FA276F66C0191F89C1A9BB5EB5CD94F			True	True	True	True	True
SRX9895145	SRR13482456	2021-01-20 16:55:41	2021-01-19 10:26:16	13071690	3921507000	13071690	300	1142		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13482/SRR13482456/SRR13482456.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP302332	PRJNA693188	3.0	693188	SRS8074324	SAMN17379531	simple	1148	Synechocystis sp. PCC 6803	GSM5025658							no					GEO	SRA1185147		public	6587B491574C83990E808D4A8C6A55B9	B470709CBF968D35B73BDA2C44484425			True	True	True	True	True
SRX368713	SRR1019223	2014-05-07 08:23:25	2013-10-28 10:08:50	12944309	1294430900	0	100	726		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/019/SRR1019223/SRR1019223.sralite.1		RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP032228	PRJNA224696		224696	SRS494414	SAMN02383965	simple	1148	Synechocystis sp. PCC 6803	cold_stress							no					UNIVERSITY OF FREIBURG	SRA108193		public	5515814731FA7EA1F6C1476B872B625F	8607300F910966D0E7E1CB2D58443F6B			True	True	True	False	True
SRX368714	SRR1019247	2014-05-07 08:23:25	2013-10-28 11:17:17	19850487	1985048700	0	100	1114		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/019/SRR1019247/SRR1019247.sralite.1		RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP032228	PRJNA224696		224696	SRS494415	SAMN02383966	simple	1148	Synechocystis sp. PCC 6803	heat_stress							no					UNIVERSITY OF FREIBURG	SRA108193		public	A56CBEAB0FD4325E50F856C6F1C92551	11DCED41B71B77B7CF602A2A2362E769			True	True	True	False	True
SRX368715	SRR1019272	2014-05-07 08:23:25	2013-10-28 11:20:44	37402779	3740277900	0	100	2289		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/019/SRR1019272/SRR1019272.sralite.1		RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP032228	PRJNA224696		224696	SRS494416	SAMN02383967	simple	1148	Synechocystis sp. PCC 6803	CO2_stress							no					UNIVERSITY OF FREIBURG	SRA108193		public	553119953867698F84A85829D1C2D429	9D154AF5AFA12AF7D8D35D504A8CC67C			True	True	True	False	True
SRX368716	SRR1019314	2014-05-07 08:23:25	2013-10-28 11:21:17	39973228	3997322800	0	100	2444		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/019/SRR1019314/SRR1019314.sralite.1		RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP032228	PRJNA224696		224696	SRS494417	SAMN02383968	simple	1148	Synechocystis sp. PCC 6803	dark_stress							no					UNIVERSITY OF FREIBURG	SRA108193		public	A4A4302DE6A7050E045AA7678249A49E	7CAEA9FAB7D25F24651B91B179E6C75C			True	True	True	False	True
SRX368717	SRR1019361	2014-05-07 08:23:25	2013-10-28 11:18:41	27868081	2786808100	0	100	1688		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/019/SRR1019361/SRR1019361.sralite.1		RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP032228	PRJNA224696		224696	SRS494418	SAMN02383969	simple	1148	Synechocystis sp. PCC 6803	iron_stress							no					UNIVERSITY OF FREIBURG	SRA108193		public	4C2B056F4A4733ACDB094391698A4125	F181DF26EC28A11A1C25A2D7B4D26A3B			True	True	True	False	True
SRX368718	SRR1019362	2014-05-07 08:23:25	2013-10-28 11:19:09	30233068	3023306800	0	100	1822		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/019/SRR1019362/SRR1019362.sralite.1		RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP032228	PRJNA224696		224696	SRS494419	SAMN02383970	simple	1148	Synechocystis sp. PCC 6803	HL_stress							no					UNIVERSITY OF FREIBURG	SRA108193		public	D94D1CCAB4487B373D37676F916705A2	28B0A7C6ACBF28ACB78636719682EE27			True	True	True	False	True
SRX368719	SRR1019363	2014-05-07 08:23:25	2013-10-28 11:12:06	17126232	1712623200	0	100	961		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/019/SRR1019363/SRR1019363.sralite.1		RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP032228	PRJNA224696		224696	SRS494420	SAMN02383971	simple	1148	Synechocystis sp. PCC 6803	N_stress							no					UNIVERSITY OF FREIBURG	SRA108193		public	2DB7BBE7080D93143BC5FA43FE4C23C4	52B7968D5B9597129904FAAE8D039C1A			True	True	True	False	True
SRX368720	SRR1019364	2014-05-07 08:23:25	2013-10-28 11:19:44	34741999	3474199900	0	100	2128		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/019/SRR1019364/SRR1019364.sralite.1		RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP032228	PRJNA224696		224696	SRS494421	SAMN02383972	simple	1148	Synechocystis sp. PCC 6803	P_stress							no					UNIVERSITY OF FREIBURG	SRA108193		public	02E0F0501271D9054F468A419F462354	B50D4DB5574058345F1D2743CF3A63F1			True	True	True	False	True
SRX368721	SRR1019365	2014-05-07 08:23:25	2013-10-28 11:20:59	41386356	4180021956	0	101	2586		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/019/SRR1019365/SRR1019365.sralite.1		RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP032228	PRJNA224696		224696	SRS494422	SAMN02383973	simple	1148	Synechocystis sp. PCC 6803	exp_phase							no					UNIVERSITY OF FREIBURG	SRA108193		public	851D77299EA883AB25F1989D9FACEB40	3676F57D6507DABC9941C1A3FF291DA0			True	True	True	False	True
SRX368722	SRR1019366	2014-05-07 08:23:25	2013-10-28 11:12:19	17899099	1789909900	0	100	999		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/019/SRR1019366/SRR1019366.sralite.1		RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP032228	PRJNA224696		224696	SRS494423	SAMN02383974	simple	1148	Synechocystis sp. PCC 6803	stat_phase							no					UNIVERSITY OF FREIBURG	SRA108193		public	E99A3FED1CA49B83C066673746420928	DA2C465632AE75F54234AE908BC0ABE1			True	True	True	False	True
SRX368724	SRR1019367	2014-05-07 08:23:25	2013-10-28 12:13:39	33357164	3335716400	0	100	2002		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/019/SRR1019367/SRR1019367.sralite.1		RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP032228	PRJNA224696		224696	SRS494425	SAMN02383975	simple	1148	Synechocystis sp. PCC 6803	total_a							no					UNIVERSITY OF FREIBURG	SRA108193		public	F2DDB8E1DC3B59F408D24181C3ADD104	8D1339BFE2165C1B1BC3BD41476D44B7			True	True	True	False	True
